Lugar de residencia;Anual;Sexo;Medida;Valor;
Albanchez;2013;Hombres;Crecimiento vegetativo;-3;
Albanchez;2013;Mujeres;Crecimiento vegetativo;-6;
Albanchez;2014;Ambos sexos;Crecimiento vegetativo;-4;
Albanchez;2014;Hombres;Crecimiento vegetativo;-2;
Albanchez;2014;Mujeres;Crecimiento vegetativo;-2;
Albanchez;2015;Ambos sexos;Crecimiento vegetativo;-2;
Albanchez;2015;Hombres;Crecimiento vegetativo;-2;
Albanchez;2015;Mujeres;Crecimiento vegetativo;0;
Albanchez;2016;Ambos sexos;Crecimiento vegetativo;-3;
Albanchez;2016;Hombres;Crecimiento vegetativo;-3;
Albanchez;2016;Mujeres;Crecimiento vegetativo;0;
Albanchez;2017;Ambos sexos;Crecimiento vegetativo;-7;
Albanchez;2017;Hombres;Crecimiento vegetativo;-3;
Albanchez;2017;Mujeres;Crecimiento vegetativo;-4;
Albanchez;2018;Ambos sexos;Crecimiento vegetativo;-11;
Albanchez;2018;Hombres;Crecimiento vegetativo;-5;
Albanchez;2018;Mujeres;Crecimiento vegetativo;-6;
Albanchez;2019;Ambos sexos;Crecimiento vegetativo;-9;
Albanchez;2019;Hombres;Crecimiento vegetativo;-4;
Albanchez;2019;Mujeres;Crecimiento vegetativo;-5;
Albanchez;2020;Ambos sexos;Crecimiento vegetativo;-11;
Albanchez;2020;Hombres;Crecimiento vegetativo;-3;
Albanchez;2020;Mujeres;Crecimiento vegetativo;-8;
Albanchez;2021;Ambos sexos;Crecimiento vegetativo;-14;
Albanchez;2021;Hombres;Crecimiento vegetativo;-5;
Albanchez;2021;Mujeres;Crecimiento vegetativo;-9;
Albanchez;2022;Ambos sexos;Crecimiento vegetativo;-12;
Albanchez;2022;Hombres;Crecimiento vegetativo;-10;
Albanchez;2022;Mujeres;Crecimiento vegetativo;-2;
Albanchez;2023;Ambos sexos;Crecimiento vegetativo;-12;
Albanchez;2023;Hombres;Crecimiento vegetativo;-7;
Albanchez;2023;Mujeres;Crecimiento vegetativo;-5;
Alboloduy;1996;Ambos sexos;Crecimiento vegetativo;-11;
Alboloduy;1996;Hombres;Crecimiento vegetativo;-8;
Alboloduy;1996;Mujeres;Crecimiento vegetativo;-3;
Alboloduy;1997;Ambos sexos;Crecimiento vegetativo;1;
Alboloduy;1997;Hombres;Crecimiento vegetativo;0;
Alboloduy;1997;Mujeres;Crecimiento vegetativo;1;
Alboloduy;1998;Ambos sexos;Crecimiento vegetativo;-6;
Alboloduy;1998;Hombres;Crecimiento vegetativo;-5;
Alboloduy;1998;Mujeres;Crecimiento vegetativo;-1;
Alboloduy;1999;Ambos sexos;Crecimiento vegetativo;-10;
Alboloduy;1999;Hombres;Crecimiento vegetativo;-4;
Alboloduy;1999;Mujeres;Crecimiento vegetativo;-6;
Alboloduy;2000;Ambos sexos;Crecimiento vegetativo;-1;
Alboloduy;2000;Hombres;Crecimiento vegetativo;0;
Alboloduy;2000;Mujeres;Crecimiento vegetativo;-1;
Alboloduy;2001;Ambos sexos;Crecimiento vegetativo;-15;
Alboloduy;2001;Hombres;Crecimiento vegetativo;-7;
Alboloduy;2001;Mujeres;Crecimiento vegetativo;-8;
Alboloduy;2002;Ambos sexos;Crecimiento vegetativo;-13;
Alboloduy;2002;Hombres;Crecimiento vegetativo;-8;
Alboloduy;2002;Mujeres;Crecimiento vegetativo;-5;
Alboloduy;2003;Ambos sexos;Crecimiento vegetativo;-3;
Alboloduy;2003;Hombres;Crecimiento vegetativo;-1;
Alboloduy;2003;Mujeres;Crecimiento vegetativo;-2;
Alboloduy;2004;Ambos sexos;Crecimiento vegetativo;-6;
Alboloduy;2004;Hombres;Crecimiento vegetativo;-1;
Alboloduy;2004;Mujeres;Crecimiento vegetativo;-5;
Alboloduy;2005;Ambos sexos;Crecimiento vegetativo;-1;
Alboloduy;2005;Hombres;Crecimiento vegetativo;-1;
Alboloduy;2005;Mujeres;Crecimiento vegetativo;0;
Alboloduy;2006;Ambos sexos;Crecimiento vegetativo;-3;
Alboloduy;2006;Hombres;Crecimiento vegetativo;-2;
Alboloduy;2006;Mujeres;Crecimiento vegetativo;-1;
Alboloduy;2007;Ambos sexos;Crecimiento vegetativo;-9;
Alboloduy;2007;Hombres;Crecimiento vegetativo;-5;
Alboloduy;2007;Mujeres;Crecimiento vegetativo;-4;
Alboloduy;2008;Ambos sexos;Crecimiento vegetativo;-9;
Alboloduy;2008;Hombres;Crecimiento vegetativo;-2;
Alboloduy;2008;Mujeres;Crecimiento vegetativo;-7;
